SeqId,Heap3SortNComp,Heap3SortTns,AVLTreeSortNComp,AVLTreeSortTns,
seq_350_29,1504,63400,2478,62800,
seq_350_30,1514,91400,2433,56700,
seq_350_31,1498,50500,2468,49000,
seq_350_32,1508,38600,2439,46400,
seq_350_33,1510,38800,2504,42600,
seq_350_34,1522,40300,2484,48800,
seq_350_35,1521,47700,2451,50900,
seq_350_36,1521,51200,2491,60200,
seq_350_37,1513,52400,2453,53400,
seq_350_38,1501,47500,2452,51300,
seq_350_39,1513,46200,2475,43500,
seq_350_40,1498,48800,2442,43300,
seq_350_41,1509,77900,2489,82600,
seq_350_42,1522,71200,2487,80500,
seq_350_43,1499,81700,2483,75700,
seq_350_44,1502,68600,2449,87000,
seq_350_45,1523,130200,2439,112300,
seq_350_46,1516,70900,2471,63100,
seq_350_47,1505,69900,2440,62300,
seq_350_48,1517,90800,2453,74000,
seq_350_49,1501,69000,2444,66200,
seq_350_50,1499,69700,2426,127100,
seq_350_51,1506,73100,2448,74600,
seq_350_52,1528,71400,2434,67000,
seq_350_53,1509,68400,2473,78500,
seq_350_54,1509,59800,2437,62600,
seq_350_55,1507,64200,2428,65100,
seq_350_56,1500,100600,2430,95400,
seq_350_57,1519,80100,2414,69900,
seq_350_58,1510,74900,2461,67300,
seq_350_59,1517,92000,2491,65600,
seq_350_60,1517,65300,2436,78300,
seq_350_61,1503,76700,2466,85800,
seq_350_62,1525,78000,2459,82100,
seq_350_63,1522,70900,2445,64200,
seq_350_64,1508,68800,2424,66300,
seq_350_65,1515,68700,2460,67000,
seq_350_66,1504,65700,2461,64000,
seq_350_67,1524,99400,2446,72000,
seq_350_68,1504,69200,2450,60300,
seq_350_69,1498,69900,2483,70800,
seq_350_70,1523,79600,2460,75700,
seq_350_71,1516,76000,2458,72000,
seq_350_72,1516,73200,2454,66600,
seq_350_73,1516,85500,2424,62100,
seq_350_74,1518,85300,2467,89300,
seq_350_75,1525,70000,2448,70600,
seq_350_76,1511,64300,2451,62000,
seq_350_77,1517,76000,2473,66500,
seq_350_78,1523,79600,2464,62900,
seq_350_79,1495,64900,2466,63800,
seq_350_80,1505,63800,2465,60700,
seq_350_81,1491,64200,2442,58900,
seq_350_82,1501,82300,2449,60300,
seq_350_83,1509,97900,2436,91900,
seq_350_84,1513,65500,2473,61400,
seq_350_85,1509,68100,2440,62000,
seq_350_86,1499,68100,2431,65200,
seq_350_87,1505,60800,2447,58100,
seq_350_88,1512,57100,2427,67300,
seq_350_89,1503,54600,2458,66400,
seq_350_90,1510,54100,2462,52900,
seq_350_91,1506,54500,2432,50600,
seq_350_92,1514,52300,2407,51000,
seq_350_93,1514,89900,2453,69100,
seq_350_94,1511,69900,2455,59700,
seq_350_95,1516,68200,2436,66200,
seq_350_96,1516,54700,2452,56100,
seq_350_97,1527,59000,2428,54400,
seq_350_98,1497,63500,2428,61500,
seq_350_99,1522,60900,2437,54000,
seq_400_0,1780,78700,2853,86200,
seq_400_1,1755,78000,2846,82100,
seq_400_2,1782,65900,2851,64800,
seq_400_3,1759,47200,2842,47000,
seq_400_4,1772,49000,2901,48300,
seq_400_5,1774,51900,2915,46800,
seq_400_6,1789,75500,2898,56600,
seq_400_7,1779,60000,2799,56000,
seq_400_8,1764,46800,2892,50700,
seq_400_9,1775,58900,2861,58300,
seq_400_10,1789,49700,2848,47400,
seq_400_11,1780,45100,2894,44200,
seq_400_12,1779,46500,2869,52500,
seq_400_13,1747,82300,2868,68200,
seq_400_14,1808,40900,2869,40000,
seq_400_15,1761,102800,2797,56600,
seq_400_16,1761,50700,2869,53800,
seq_400_17,1758,42100,2893,58700,
seq_400_18,1778,59200,2862,51200,
seq_400_19,1768,47600,2892,48100,
seq_400_20,1795,53100,2863,47300,
seq_400_21,1766,50100,2868,49800,
seq_400_22,1768,46600,2847,56900,
seq_400_23,1759,76800,2917,61100,
seq_400_24,1763,71600,2891,59900,
seq_400_25,1770,50800,2887,51500,
seq_400_26,1813,51200,2838,87900,
seq_400_27,1805,45800,2837,48700,
seq_400_28,1790,70300,2837,60900,
seq_400_29,1763,90900,2874,149900,
seq_400_30,1787,48000,2838,71700,
seq_400_31,1772,49600,2876,55000,
seq_400_32,1773,69100,2843,62500,
seq_400_33,1779,48800,2836,63400,
seq_400_34,1777,48900,2914,43400,
seq_400_35,1778,58900,2873,48700,
seq_400_36,1765,43600,2880,44000,
seq_400_37,1784,46300,2894,45800,
seq_400_38,1751,74100,2882,43400,
seq_400_39,1793,82200,2871,54000,
seq_400_40,1803,52100,2907,52700,
seq_400_41,1773,43900,2847,45000,
seq_400_42,1770,49800,2884,54500,
seq_400_43,1779,46600,2900,46000,
seq_400_44,1785,65700,2822,60900,
seq_400_45,1777,77800,2841,68600,
seq_400_46,1766,56500,2848,63200,
seq_400_47,1780,55300,2842,51200,
seq_400_48,1774,50500,2865,47600,
seq_400_49,1808,72200,2857,81500,
seq_400_50,1770,73600,2850,134600,
seq_400_51,1782,55800,2868,266300,
seq_400_52,1783,47500,2842,63700,
seq_400_53,1759,59000,2882,62100,
seq_400_54,1791,51300,2885,63000,
seq_400_55,1765,56000,2852,84300,
seq_400_56,1748,51100,2833,50900,
seq_400_57,1774,109200,2878,99200,
seq_400_58,1765,107400,2877,94800,
seq_400_59,1769,62700,2845,84500,
seq_400_60,1764,54600,2891,53600,
seq_400_61,1788,173600,2820,103600,
seq_400_62,1787,58200,2894,85800,
seq_400_63,1779,82100,2872,76000,
seq_400_64,1770,78200,2852,75300,
seq_400_65,1780,95500,2875,149500,
seq_400_66,1791,60400,2872,64500,
seq_400_67,1758,96600,2838,82400,
seq_400_68,1776,71800,2853,94000,
seq_400_69,1781,110700,2838,89500,
seq_400_70,1766,91500,2830,91500,
seq_400_71,1774,60700,2853,86100,
seq_400_72,1763,133700,2843,115000,
seq_400_73,1790,93900,2863,149600,
seq_400_74,1769,79500,2839,89700,
seq_400_75,1778,62000,2870,66400,
seq_400_76,1769,58700,2896,90400,
seq_400_77,1754,63100,2896,68000,
seq_400_78,1774,61200,2860,63300,
seq_400_79,1796,56000,2858,95900,
seq_400_80,1776,59400,2883,60600,
seq_400_81,1759,88600,2912,85500,
seq_400_82,1764,57600,2847,76300,
seq_400_83,1796,56300,2897,58900,
seq_400_84,1779,60700,2868,55000,
seq_400_85,1765,53900,2874,64700,
seq_400_86,1773,44100,2873,51800,
seq_400_87,1763,43600,2872,53600,
seq_400_88,1803,54600,2899,63700,
seq_400_89,1791,59900,2854,67700,
seq_400_90,1777,61900,2886,64200,
seq_400_91,1779,59300,2848,83800,
seq_400_92,1772,130200,2878,161400,
seq_400_93,1780,88600,2882,89000,
seq_400_94,1791,57100,2885,88300,
seq_400_95,1760,58600,2849,58500,
seq_400_96,1798,59900,2900,58600,
seq_400_97,1772,61600,2872,68400,
seq_400_98,1774,53300,2887,58900,
seq_400_99,1778,58700,2863,60300,
seq_450_0,2030,74300,3320,80800,
seq_450_1,2043,53800,3315,70600,
seq_450_2,2029,55000,3301,62700,
seq_450_3,2042,72300,3303,69800,
seq_450_4,2041,62000,3276,71100,
seq_450_5,2063,64100,3305,64000,
seq_450_6,2055,61200,3263,82300,
seq_450_7,2069,59400,3299,79200,
seq_450_8,2055,62000,3293,65800,
seq_450_9,2070,62600,3315,62800,
seq_450_10,2070,73100,3301,84100,
seq_450_11,2049,65900,3288,69800,
seq_450_12,2051,69500,3273,82600,
seq_450_13,2058,68800,3279,92700,
seq_450_14,2067,62500,3246,66000,
seq_450_15,2031,86900,3302,88900,
seq_450_16,2053,95100,3316,126100,
seq_450_17,2058,65600,3306,72000,
seq_450_18,2043,77900,3302,66900,
seq_450_19,2046,68700,3272,81500,
seq_450_20,2060,66000,3278,145400,
seq_450_21,2049,73800,3268,70700,
seq_450_22,2036,73900,3349,71200,
seq_450_23,2036,64100,3310,64100,
seq_450_24,2058,59300,3311,64700,
seq_450_25,2032,116200,3264,106400,
seq_450_26,2047,56600,3289,79800,
seq_450_27,2068,58900,3293,65200,
seq_450_28,2045,87900,3272,60800,
seq_450_29,2019,65200,3300,65400,
seq_450_30,2053,66200,3260,65400,
seq_450_31,2080,51900,3300,56100,
seq_450_32,2076,56200,3296,96600,
seq_450_33,2046,65300,3260,75000,
seq_450_34,2037,62600,3273,58000,
seq_450_35,2057,67100,3304,64300,
seq_450_36,2046,63300,3279,67300,
seq_450_37,2074,53900,3298,54400,
seq_450_38,2033,62200,3287,70600,
seq_450_39,2050,63500,3305,81500,
seq_450_40,2049,67000,3315,69400,
seq_450_41,2071,74300,3270,70600,
seq_450_42,2049,91100,3334,115800,
seq_450_43,2074,86300,3317,94700,
seq_450_44,2052,90200,3323,155500,
seq_450_45,2010,90900,3294,117000,
seq_450_46,2064,89000,3265,118500,
seq_450_47,2045,90700,3242,88500,
seq_450_48,2044,69000,3298,66300,
seq_450_49,2044,59900,3318,60400,
seq_450_50,2047,61100,3288,57000,
seq_450_51,2049,83500,3279,70400,
seq_450_52,2047,105000,3286,86200,
seq_450_53,2046,68900,3310,65700,
seq_450_54,2029,62100,3307,62000,
seq_450_55,2022,60800,3289,76800,
seq_450_56,2047,64500,3313,84100,
seq_450_57,2066,75900,3276,90100,
seq_450_58,2031,73100,3302,78400,
seq_450_59,2022,63100,3315,59500,
seq_450_60,2058,63200,3255,63400,
seq_450_61,2034,63800,3295,57500,
seq_450_62,2047,68900,3294,72300,
seq_450_63,2051,66200,3311,66300,
seq_450_64,2053,67200,3310,67600,
seq_450_65,2055,66200,3260,64800,
seq_450_66,2038,60100,3333,62800,
seq_450_67,2053,109100,3297,99100,
seq_450_68,2040,97000,3317,90500,
seq_450_69,2042,64200,3295,58700,
seq_450_70,2065,63200,3286,77000,
seq_450_71,2046,63700,3328,57200,
seq_450_72,2045,63200,3295,57100,
seq_450_73,2042,65400,3309,57900,
seq_450_74,2069,63700,3334,58000,
seq_450_75,2051,81100,3303,126000,
seq_450_76,2044,68100,3337,63300,
seq_450_77,2070,65800,3315,63300,
seq_450_78,2048,95200,3280,88000,
seq_450_79,2049,65300,3290,53900,
seq_450_80,2062,53000,3296,48700,
seq_450_81,2058,114100,3310,59300,
seq_450_82,2052,55800,3296,57300,
seq_450_83,2070,60800,3251,64300,
seq_450_84,2046,50500,3230,53600,
seq_450_85,2069,42700,3273,45700,
seq_450_86,2028,43000,3293,45400,
seq_450_87,2052,63200,3322,60200,
seq_450_88,2050,62700,3275,63900,
seq_450_89,2030,62700,3297,57000,
seq_450_90,2024,61000,3285,59100,
seq_450_91,2072,62400,3286,57000,
seq_450_92,2041,61400,3316,59900,
seq_450_93,2054,61700,3296,55200,
seq_450_94,2053,59800,3330,59100,
seq_450_95,2053,56800,3273,62300,
seq_450_96,2058,49800,3266,51400,
seq_450_97,2037,55900,3325,57100,
seq_450_98,2037,57900,3258,60400,
seq_450_99,2060,86000,3317,55400,
seq_500_0,2321,50200,3671,53500,
seq_500_1,2316,95500,3714,94800,
seq_500_2,2315,50800,3750,52500,
seq_500_3,2342,61000,3736,58000,
seq_500_4,2346,69500,3747,60000,
seq_500_5,2347,64500,3693,67300,
seq_500_6,2301,54100,3691,61000,
seq_500_7,2328,55400,3709,54000,
seq_500_8,2332,61200,3721,61400,
seq_500_9,2322,74600,3764,76500,
seq_500_10,2331,76600,3698,68200,
seq_500_11,2355,117300,3717,121500,
seq_500_12,2331,80900,3749,76200,
seq_500_13,2356,72300,3741,66300,
seq_500_14,2328,77800,3730,72000,
seq_500_15,2328,76700,3776,69500,
seq_500_16,2360,70400,3688,62300,
seq_500_17,2332,70700,3655,63500,
seq_500_18,2330,70400,3683,63600,
seq_500_19,2334,75400,3731,69300,
seq_500_20,2345,75200,3719,68500,
seq_500_21,2337,75800,3706,68700,
seq_500_22,2342,68300,3776,65000,
seq_500_23,2320,69400,3745,63500,
seq_500_24,2337,68200,3713,77900,
seq_500_25,2338,68300,3737,62300,
seq_500_26,2307,69600,3725,62900,
seq_500_27,2325,69400,3722,63800,
seq_500_28,2335,122700,3718,119800,
seq_500_29,2342,76500,3711,70400,
seq_500_30,2340,107900,3749,72500,
seq_500_31,2329,82100,3765,70400,
seq_500_32,2327,77600,3707,140000,
seq_500_33,2295,78900,3733,81100,
seq_500_34,2328,84100,3678,86400,
seq_500_35,2329,85100,3760,78300,
seq_500_36,2359,67400,3710,64800,
seq_500_37,2335,67500,3729,71600,
seq_500_38,2344,70200,3744,70000,
seq_500_39,2342,76200,3757,63600,
seq_500_40,2333,101500,3715,95200,
seq_500_41,2340,79100,3739,76300,
seq_500_42,2339,100300,3719,90200,
seq_500_43,2319,103300,3688,108900,
seq_500_44,2343,78800,3744,76500,
seq_500_45,2336,81400,3668,68600,
seq_500_46,2343,66800,3730,64600,
seq_500_47,2313,73800,3688,63100,
seq_500_48,2322,70100,3742,65000,
seq_500_49,2310,67200,3700,68600,
seq_500_50,2322,88200,3677,64100,
seq_500_51,2324,67500,3697,65300,
seq_500_52,2343,76600,3663,70600,
seq_500_53,2332,71500,3713,66500,
seq_500_54,2338,73000,3652,68400,
seq_500_55,2304,82400,3729,69300,
seq_500_56,2308,75700,3715,72100,
seq_500_57,2337,108700,3668,118500,
seq_500_58,2341,174700,3759,110700,
seq_500_59,2337,77200,3721,95400,
seq_500_60,2328,133100,3692,93100,
seq_500_61,2344,72800,3697,66900,
seq_500_62,2327,73900,3758,70700,
seq_500_63,2334,66200,3731,65300,
seq_500_64,2321,144000,3698,125100,
seq_500_65,2311,80600,3758,146100,
seq_500_66,2329,142800,3736,113200,
seq_500_67,2326,71000,3755,71900,
seq_500_68,2335,116300,3742,110500,
seq_500_69,2322,73400,3721,75200,
seq_500_70,2324,76200,3721,76900,
seq_500_71,2339,140400,3739,115000,
seq_500_72,2308,111200,3767,106100,
seq_500_73,2329,124400,3708,93800,
seq_500_74,2312,71600,3727,67800,
seq_500_75,2332,73000,3693,120100,
seq_500_76,2352,106600,3716,95700,
seq_500_77,2360,86900,3695,83000,
seq_500_78,2348,75200,3731,70400,
seq_500_79,2329,153900,3730,203300,
seq_500_80,2303,135400,3720,106500,
seq_500_81,2331,72800,3708,69800,
seq_500_82,2338,75000,3667,103300,
seq_500_83,2347,72700,3702,71300,
seq_500_84,2321,71100,3728,65900,
seq_500_85,2341,70900,3747,72400,
seq_500_86,2320,71100,3749,65400,
seq_500_87,2351,140700,3679,142500,
seq_500_88,2316,145800,3776,141300,
seq_500_89,2320,75300,3735,80800,
seq_500_90,2321,112300,3724,80300,
seq_500_91,2329,73300,3717,82000,
seq_500_92,2320,77900,3689,82100,
seq_500_93,2337,76600,3737,60900,
seq_500_94,2333,65000,3717,67900,
seq_500_95,2315,70500,3689,87500,
seq_500_96,2355,65200,3736,61900,
seq_500_97,2339,84700,3663,122200,
seq_500_98,2315,61200,3726,58000,
seq_500_99,2331,60600,3722,66000,
seq_550_0,2629,70900,4141,76000,
seq_550_1,2623,78500,4134,79900,
seq_550_2,2606,66100,4175,57500,
seq_550_3,2625,75600,4136,53200,
seq_550_4,2627,56000,4190,50800,
seq_550_5,2630,73100,4169,182000,
seq_550_6,2606,145000,4152,417700,
seq_550_7,2616,119400,4130,112600,
seq_550_8,2604,54100,4180,51000,
seq_550_9,2604,67600,4111,66000,
seq_550_10,2608,70000,4110,66100,
seq_550_11,2608,52400,4166,47800,
seq_550_12,2615,53200,4179,66800,
seq_550_13,2611,52600,4172,51000,
seq_550_14,2586,55100,4122,59200,
seq_550_15,2600,54500,4172,60200,
seq_550_16,2604,65300,4131,57800,
seq_550_17,2593,56600,4170,55400,
seq_550_18,2627,101400,4172,72200,
seq_550_19,2641,85000,4142,78200,
seq_550_20,2613,53000,4145,48900,
seq_550_21,2624,63900,4171,61400,
seq_550_22,2591,54300,4155,49900,
seq_550_23,2611,53500,4084,50000,
seq_550_24,2634,54800,4174,52300,
seq_550_25,2626,54300,4165,49600,
seq_550_26,2586,59900,4168,53000,
seq_550_27,2588,65800,4183,66100,
seq_550_28,2616,68400,4169,66800,
seq_550_29,2608,53500,4142,50000,
seq_550_30,2575,57800,4185,51700,
seq_550_31,2622,66300,4138,70900,
seq_550_32,2628,54500,4131,49700,
seq_550_33,2623,67100,4188,58600,
seq_550_34,2616,58700,4180,61500,
seq_550_35,2621,53400,4135,48500,
seq_550_36,2608,52900,4119,47500,
seq_550_37,2587,52600,4135,52100,
seq_550_38,2606,52900,4159,49500,
seq_550_39,2627,59500,4113,61200,
seq_550_40,2604,61700,4136,59700,
seq_550_41,2627,316800,4135,75300,
seq_550_42,2599,56500,4158,57500,
seq_550_43,2613,55800,4164,53800,
seq_550_44,2603,55500,4222,52400,
seq_550_45,2598,67800,4183,69800,
seq_550_46,2610,66300,4127,59500,
seq_550_47,2629,55300,4141,67500,
seq_550_48,2622,53800,4144,50400,
seq_550_49,2621,53100,4145,48900,
seq_550_50,2630,53800,4154,50100,
seq_550_51,2635,121000,4156,59000,
seq_550_52,2601,67600,4187,71500,
seq_550_53,2597,59200,4151,51900,
seq_550_54,2618,61400,4121,67900,
seq_550_55,2610,54100,4201,59200,
seq_550_56,2594,54100,4155,50400,
seq_550_57,2627,62300,4150,56500,
seq_550_58,2575,61300,4108,70600,
seq_550_59,2598,53700,4183,62100,
seq_550_60,2603,53000,4169,50900,
seq_550_61,2616,55800,4110,50700,
seq_550_62,2624,53600,4193,51300,
seq_550_63,2588,55800,4130,55700,
seq_550_64,2624,69800,4147,84100,
seq_550_65,2614,74700,4199,75900,
seq_550_66,2581,70600,4118,79300,
seq_550_67,2631,102700,4166,151500,
seq_550_68,2597,65700,4149,71000,
seq_550_69,2597,60600,4122,73800,
seq_550_70,2612,80900,4169,58600,
seq_550_71,2619,67700,4069,106100,
seq_550_72,2613,127300,4143,69600,
seq_550_73,2628,91100,4183,263300,
seq_550_74,2616,73500,4143,69600,
seq_550_75,2609,75700,4130,104900,
seq_550_76,2599,91900,4153,134300,
seq_550_77,2622,79000,4197,76500,
seq_550_78,2594,74200,4139,69600,
seq_550_79,2597,69200,4220,69100,
seq_550_80,2617,58800,4134,67200,
seq_550_81,2602,74100,4198,70300,
seq_550_82,2586,104800,4131,136400,
seq_550_83,2610,58800,4155,63100,
seq_550_84,2615,61500,4192,55500,
seq_550_85,2610,67400,4150,60900,
seq_550_86,2603,121000,4199,125000,
seq_550_87,2607,71800,4132,66300,
seq_550_88,2632,71600,4158,66600,
seq_550_89,2639,55300,4152,50200,
seq_550_90,2631,67600,4122,60100,
seq_550_91,2619,167200,4195,135500,
seq_550_92,2612,54700,4157,56800,
seq_550_93,2614,74000,4157,70900,
seq_550_94,2613,63200,4185,67200,
seq_550_95,2613,58100,4164,66300,
seq_550_96,2617,150300,4175,169800,
seq_550_97,2622,84800,4154,71100,
seq_550_98,2629,66400,4201,66600,
seq_550_99,2602,55700,4136,54000,
seq_600_0,2903,107200,4614,162000,
seq_600_1,2904,177600,4577,90100,
seq_600_2,2858,79200,4669,77700,
seq_600_3,2899,86200,4537,69700,
seq_600_4,2897,86200,4584,75000,
seq_600_5,2909,212700,4605,136100,
seq_600_6,2915,75100,4606,71900,
seq_600_7,2897,73400,4601,66900,
seq_600_8,2922,81300,4599,80800,
seq_600_9,2899,70400,4527,75800,
seq_600_10,2908,129500,4588,99700,
seq_600_11,2925,67700,4645,90600,
seq_600_12,2934,69000,4592,77700,
seq_600_13,2898,78400,4584,65600,
seq_600_14,2916,146700,4610,138300,
seq_600_15,2910,87100,4514,85500,
seq_600_16,2910,63700,4562,65500,
seq_600_17,2889,81800,4620,69100,
seq_600_18,2877,78800,4559,95000,
seq_600_19,2921,65200,4567,73300,
seq_600_20,2916,68200,4622,76100,
seq_600_21,2885,92900,4646,91300,
seq_600_22,2892,62800,4633,63000,
seq_600_23,2902,147000,4570,130900,
seq_600_24,2900,61300,4654,74700,
seq_600_25,2894,82500,4572,151000,
seq_600_26,2895,77800,4625,80800,
seq_600_27,2911,71300,4643,72200,
seq_600_28,2899,81100,4652,71800,
seq_600_29,2909,62100,4621,59800,
seq_600_30,2885,61300,4621,69100,
seq_600_31,2932,74700,4589,81300,
seq_600_32,2898,144400,4560,181000,
seq_600_33,2930,57900,4576,61200,
seq_600_34,2914,84900,4658,84900,
seq_600_35,2902,76300,4573,71300,
seq_600_36,2911,67800,4594,62800,
seq_600_37,2911,72600,4680,77200,
seq_600_38,2875,69300,4644,68000,
seq_600_39,2904,72600,4598,91500,
seq_600_40,2923,86200,4636,66000,
seq_600_41,2903,65500,4621,69300,
seq_600_42,2943,76600,4578,117700,
seq_600_43,2891,101000,4621,80300,
seq_600_44,2920,82800,4559,143500,
seq_600_45,2920,63800,4562,72500,
seq_600_46,2906,79600,4602,87600,
seq_600_47,2897,68900,4582,86000,
seq_600_48,2880,76500,4667,86700,
seq_600_49,2912,88900,4593,81900,
seq_600_50,2889,91600,4586,89100,
seq_600_51,2903,69600,4567,70600,
seq_600_52,2898,81500,4567,86100,
seq_600_53,2889,69100,4606,76400,
seq_600_54,2906,104600,4606,146900,
seq_600_55,2912,61900,4639,76400,
seq_600_56,2909,64400,4608,68400,
seq_600_57,2920,61600,4601,74900,
seq_600_58,2888,66200,4580,66600,
seq_600_59,2917,85100,4589,96300,
seq_600_60,2909,64200,4612,77000,
seq_600_61,2892,61000,4623,77600,
seq_600_62,2877,77200,4529,68600,
seq_600_63,2905,78100,4601,72400,
seq_600_64,2914,94500,4614,94400,
seq_600_65,2898,68600,4572,62500,
seq_600_66,2894,61000,4541,71600,
seq_600_67,2904,66000,4613,63800,
seq_600_68,2898,60700,4567,79700,
seq_600_69,2885,73600,4663,96300,
seq_600_70,2925,65800,4568,87200,
seq_600_71,2906,76000,4552,74800,
seq_600_72,2927,63500,4579,65800,
seq_600_73,2907,62300,4603,94300,
seq_600_74,2896,142400,4636,86900,
seq_600_75,2906,77200,4609,87100,
seq_600_76,2928,61500,4519,65400,
seq_600_77,2898,64500,4615,73700,
seq_600_78,2915,62000,4676,74300,
seq_600_79,2875,72900,4593,76500,
seq_600_80,2870,76800,4599,80600,
seq_600_81,2911,61700,4602,89000,
seq_600_82,2893,61200,4613,59300,
seq_600_83,2896,60900,4577,79400,
seq_600_84,2922,71500,4572,64300,
seq_600_85,2901,80100,4581,78300,
seq_600_86,2925,62100,4582,95900,
seq_600_87,2909,61900,4630,66600,
seq_600_88,2919,66900,4555,73300,
seq_600_89,2881,85100,4572,78300,
seq_600_90,2890,77500,4622,92000,
seq_600_91,2916,73200,4603,73900,
seq_600_92,2910,78300,4552,81100,
seq_600_93,2900,71700,4631,83500,
seq_600_94,2889,78600,4567,76300,
seq_600_95,2931,63600,4660,79300,
seq_600_96,2922,58300,4621,56300,
seq_600_97,2876,74200,4605,77600,
seq_600_98,2931,135000,4618,147000,
seq_600_99,2897,61400,4589,76000,
seq_650_0,3206,80300,5033,74100,
seq_650_1,3192,89800,4972,81600,
seq_650_2,3181,65400,4959,69600,
seq_650_3,3195,162500,5027,96300,
seq_650_4,3177,85600,5062,97000,
seq_650_5,3200,107400,5045,164400,
seq_650_6,3184,69800,5028,77700,
seq_650_7,3204,83400,4991,86300,
seq_650_8,3179,82800,5031,82100,
seq_650_9,3220,66000,5024,93700,
seq_650_10,3201,65300,5071,70100,
seq_650_11,3205,69800,5081,74900,
seq_650_12,3203,95500,5060,136700,
seq_650_13,3156,80700,5056,92800,
seq_650_14,3200,75400,5046,68600,
seq_650_15,3185,65800,4999,69800,
seq_650_16,3217,81600,5088,97800,
seq_650_17,3183,118600,5076,79700,
seq_650_18,3208,73200,5054,87900,
seq_650_19,3167,77900,5092,91400,
seq_650_20,3175,89700,5051,92900,
seq_650_21,3186,131000,5058,136000,
seq_650_22,3185,71900,5054,74600,
seq_650_23,3190,78000,5089,72400,
seq_650_24,3206,233900,5011,86800,
seq_650_25,3204,182600,5022,71700,
seq_650_26,3189,63800,5078,62000,
seq_650_27,3193,80300,5038,76700,
seq_650_28,3191,83600,5073,87200,
seq_650_29,3196,83900,5124,94500,
seq_650_30,3175,196100,4978,185000,
seq_650_31,3178,80700,5084,73500,
seq_650_32,3190,67800,5091,81100,
seq_650_33,3176,72700,5019,71100,
